kortti,kunto,harvinaisuus,setti,hinta_eur,varastossa_kpl,myynnissa_kpl
Shelgon Lv.35 50/100 Reverse Holo - Diamond & Pearl Stormfront,NM/M,Uncommon,Diamond & Pearl Stormfront,10,0,0
Shelgon δ Delta Species 38/101 Reverse Holo - EX Dragon Frontiers,NM/M,Uncommon,EX Dragon Frontiers,21.5,0,0
Shelgon δ Delta Species 53/113 - EX Delta Species,NM/M,Uncommon,EX Delta Species,1.5,0,0
Shelgon δ Delta Species 53/113 Reverse Holo - EX Delta Species,LP,Uncommon,EX Delta Species,13.4,2,2
Shelgon δ Delta Species 53/113 Reverse Holo - EX Delta Species,NM/M,Uncommon,EX Delta Species,31.95,0,0
Shelgon δ Delta Species 54/113 - EX Delta Species,NM/M,Uncommon,EX Delta Species,5,0,0
Shelgon δ Delta Species 54/113 Reverse Holo - EX Delta Species,EX,Uncommon,EX Delta Species,10.1,1,1
Shelgon δ Delta Species 54/113 Reverse Holo - EX Delta Species,GD,Uncommon,EX Delta Species,7.4,1,1
Shelgon δ Delta Species 54/113 Reverse Holo - EX Delta Species,NM/M,Uncommon,EX Delta Species,13.5,0,0
Shellder 090/165 Reverse Holo - Scarlet & Violet 151,NM/M,Common,Scarlet & Violet 151,1.5,11,11
Shellder 129/165 - Expedition Base Set,NM/M,Common,Expedition Base Set,5,0,0
Shellder 129/165 Reverse Holo - Expedition Base Set,NM/M,Common,Expedition Base Set,12,0,0
Shellder 54/062 - Fossil,GD,Common,Fossil,0.8,1,1
Shellder 54/062 - Fossil,NM/M,Common,Fossil,1.5,1,1
Shellder 54/062 1st Edition - Fossil,NM/M,Common,Fossil,6,0,0
Shellder 79/112 - EX FireRed & LeafGreen,NM/M,Common,EX FireRed & LeafGreen,2.25,1,1
Shellder 79/112 Reverse Holo - EX FireRed & LeafGreen,NM/M,Common,EX FireRed & LeafGreen,23.5,0,0
Shellder Lv.10 105/132 Reverse Holo - Diamond & Pearl Secret Wonders,NM/M,Common,Diamond & Pearl Secret Wonders,5,0,0
Shellder δ Delta Species 63/101 Reverse Holo - EX Dragon Frontiers,DMG,Common,EX Dragon Frontiers,2.9,3,3
Shellder δ Delta Species 63/101 Reverse Holo - EX Dragon Frontiers,EX,Common,EX Dragon Frontiers,8.6,4,4
Shellder δ Delta Species 63/101 Reverse Holo - EX Dragon Frontiers,NM/M,Common,EX Dragon Frontiers,11.5,0,0
Shellos East Sea Lv.19 73/100 Reverse Holo - Diamond & Pearl Majestic Dawn,GD,Common,Diamond & Pearl Majestic Dawn,2.05,1,1
Shellos East Sea Lv.19 73/100 Reverse Holo - Diamond & Pearl Majestic Dawn,LP,Common,Diamond & Pearl Majestic Dawn,1.7,1,1
Shellos East Sea Lv.19 73/100 Reverse Holo - Diamond & Pearl Majestic Dawn,NM/M,Common,Diamond & Pearl Majestic Dawn,3.75,0,0
Shellos East Sea Lv.21 79/111 Reverse Holo - Platinum Rising Rivals,NM/M,Common,Platinum Rising Rivals,13,0,0
Shellos East Sea Lv.21 79/111 Reverse Holo - Platinum Rising Rivals,PL,Common,Platinum Rising Rivals,4.55,1,1
Shellos West Sea Lv.27 80/111 Reverse Holo - Platinum Rising Rivals,NM/M,Common,Platinum Rising Rivals,10.5,0,0
Shelmet 008/086 Master Ball Reverse Holo - Scarlet & Violet White Flare: Additionals,NM/M,Common,Scarlet & Violet White Flare: Additionals,4.75,0,0
Shelmet 008/086 Poke Ball Reverse Holo - Scarlet & Violet White Flare: Additionals,NM/M,Common,Scarlet & Violet White Flare: Additionals,1.5,0,0
Shelmet 093/086 - Scarlet & Violet White Flare,NM/M,Illustration Rare,Scarlet & Violet White Flare,10,3,3
Shield Energy 143/160 - X&Y Primal Clash,NM/M,Uncommon,X&Y Primal Clash,0.75,0,0
Shieldon 061 - Pitch Black,NM/M,Common,Pitch Black,1,0,0
Shieldon 061 Reverse Holo - Pitch Black,NM/M,Common,Pitch Black,1.25,0,0
Shieldon Lv.21 62/127 Reverse Holo - Platinum,NM/M,Uncommon,Platinum,3,0,0
Shieldon Lv.26 08/056 - DP Black Star Promos,NM/M,Promo,DP Black Star Promos,4.5,0,0
Shiftry 007/106 Reverse Holo - X&Y Flashfire,NM/M,Holo Rare,X&Y Flashfire,5,0,0
Shiftry 011/114 Reverse Holo - X&Y Steam Siege,NM/M,Holo Rare,X&Y Steam Siege,5,0,0
Shiftry 012/185 - Sword & Shield Vivid Voltage,NM/M,Rare,Sword & Shield Vivid Voltage,0.75,2,2
Shiftry 012/185 Reverse Holo - Sword & Shield Vivid Voltage,NM/M,Rare,Sword & Shield Vivid Voltage,1.25,1,1
Shiftry 013/196 - Sword & Shield Lost Origin,NM/M,Holo Rare,Sword & Shield Lost Origin,0.5,6,6
Shiftry 013/196 Reverse Holo - Sword & Shield Lost Origin,NM/M,Holo Rare,Sword & Shield Lost Origin,0.5,0,0
Shiftry 072/099 - Black & White 4: Next Destinies,EX,Rare,Black & White 4: Next Destinies,2.2,2,2
Shiftry 072/099 - Black & White 4: Next Destinies,NM/M,Rare,Black & White 4: Next Destinies,2.75,0,0
Shiftry 072/099 Reverse Holo - Black & White 4: Next Destinies,NM/M,Rare,Black & White 4: Next Destinies,3.75,0,0
Shiftry 073/122 Reverse Holo - X&Y BREAKpoint,NM/M,Rare,X&Y BREAKpoint,1.5,0,0
Shiftry 097/203 Reverse Holo - Sword & Shield Evolving Skies,NM/M,Rare,Sword & Shield Evolving Skies,1,2,2
Shiftry 11/114 - X&Y Steam Siege,NM/M,Holo Rare,X&Y Steam Siege,1.5,0,0
Shiftry 12/092 - EX Legend Maker,DMG,Holo Rare,EX Legend Maker,3.6,2,2
Shiftry 12/092 - EX Legend Maker,EX,Holo Rare,EX Legend Maker,7.25,2,2
Shiftry 12/092 - EX Legend Maker,GD,Holo Rare,EX Legend Maker,5.1,2,2
Shiftry 12/092 - EX Legend Maker,NM/M,Holo Rare,EX Legend Maker,14.5,0,0
Shiftry 12/092 - EX Legend Maker,PL,Holo Rare,EX Legend Maker,4.35,1,1
Shiftry 12/092 Reverse Holo - EX Legend Maker,DMG,Holo Rare,EX Legend Maker,7.5,1,1
Shiftry 12/092 Reverse Holo - EX Legend Maker,NM/M,Holo Rare,EX Legend Maker,24.95,0,0
Shiftry 12/100 - EX Sandstorm,EX,Holo Rare,EX Sandstorm,25.45,1,1
Shiftry 12/100 - EX Sandstorm,GD,Holo Rare,EX Sandstorm,17,1,1
Shiftry 12/100 - EX Sandstorm,NM/M,Holo Rare,EX Sandstorm,33.95,0,0
Shiftry 12/100 - EX Sandstorm,PL,Holo Rare,EX Sandstorm,10.2,2,2
Shiftry 12/100 Reverse Holo - EX Sandstorm,DMG,Holo Rare,EX Sandstorm,9.75,1,1
Shiftry 12/100 Reverse Holo - EX Sandstorm,EX,Holo Rare,EX Sandstorm,27.25,1,1
Shiftry 12/100 Reverse Holo - EX Sandstorm,GD,Holo Rare,EX Sandstorm,17.55,2,2
Shiftry 12/100 Reverse Holo - EX Sandstorm,NM/M,Holo Rare,EX Sandstorm,38.95,0,0
Shiftry 12/100 Reverse Holo - EX Sandstorm,PL,Holo Rare,EX Sandstorm,9.75,1,1
Shiftry 14/101 - EX Hidden Legends,DMG,Holo Rare,EX Hidden Legends,3.4,1,1
Shiftry 14/101 - EX Hidden Legends,GD,Holo Rare,EX Hidden Legends,7.4,2,2
Shiftry 14/101 - EX Hidden Legends,LP,Holo Rare,EX Hidden Legends,5.65,1,1
Shiftry 14/101 - EX Hidden Legends,NM/M,Holo Rare,EX Hidden Legends,13.5,0,0
Shiftry 14/101 - EX Hidden Legends,PL,Holo Rare,EX Hidden Legends,4.7,1,1
Shiftry 163/162 - Scarlet & Violet Temporal Forces,EX,Illustration Rare,Scarlet & Violet Temporal Forces,12,1,1
Shiftry 163/162 - Scarlet & Violet Temporal Forces,GD,Illustration Rare,Scarlet & Violet Temporal Forces,10.5,1,1
Shiftry 163/162 - Scarlet & Violet Temporal Forces,LP,Illustration Rare,Scarlet & Violet Temporal Forces,9,2,2
Shiftry 163/162 - Scarlet & Violet Temporal Forces,NM/M,Illustration Rare,Scarlet & Violet Temporal Forces,15,18,18
Shiftry 22/100 - EX Sandstorm,EX,Rare,EX Sandstorm,2.8,1,1
Shiftry 22/100 - EX Sandstorm,GD,Rare,EX Sandstorm,2.05,2,2
Shiftry 22/100 - EX Sandstorm,NM/M,Rare,EX Sandstorm,3.75,3,3
Shiftry 22/100 Reverse Holo - EX Sandstorm,LP,Rare,EX Sandstorm,2.8,2,2
Shiftry 22/100 Reverse Holo - EX Sandstorm,NM/M,Rare,EX Sandstorm,7.5,0,0
Shiftry 23/211 - XY Black Star Promos,EX,Promo,XY Black Star Promos,3,1,1
Shiftry 23/211 - XY Black Star Promos,NM/M,Promo,XY Black Star Promos,3.75,0,0
Shiftry 25/107 - EX Deoxys,EX,Rare,EX Deoxys,1.5,1,1
Shiftry 25/107 - EX Deoxys,NM/M,Rare,EX Deoxys,2,0,0
Shiftry 7/106 - X&Y Flashfire,EX,Holo Rare,X&Y Flashfire,1.2,1,1
Shiftry 7/106 - X&Y Flashfire,NM/M,Holo Rare,X&Y Flashfire,1.5,0,0
Shiftry 7/106 - X&Y Flashfire,PL,Holo Rare,X&Y Flashfire,0.75,1,1
Shiftry 73/122 - X&Y BREAKpoint,NM/M,Rare,X&Y BREAKpoint,0.5,2,2
Shiftry 97/203 - Sword & Shield Evolving Skies,NM/M,Rare,Sword & Shield Evolving Skies,0.75,4,4
Shiftry ex 97/100 - EX Crystal Guardians,GD,Ultra Rare,EX Crystal Guardians,49.45,2,2
Shiftry ex 97/100 - EX Crystal Guardians,NM/M,Ultra Rare,EX Crystal Guardians,89.95,0,0
Shiftry ex 97/100 - EX Crystal Guardians,PL,Ultra Rare,EX Crystal Guardians,27,1,1
Shiftry ex 97/108 - EX Power Keepers,NM/M,Ultra Rare,EX Power Keepers,127.95,0,0
Shiftry GX 14/168 - Sun & Moon Celestial Storm,LP,Ultra Rare,Sun & Moon Celestial Storm,1.65,2,2
Shiftry GX 14/168 - Sun & Moon Celestial Storm,NM/M,Ultra Rare,Sun & Moon Celestial Storm,2.75,4,4
Shiftry GX 14/168 - Sun & Moon Celestial Storm,PL,Ultra Rare,Sun & Moon Celestial Storm,1.4,1,1
Shiftry GX Full Art 152/168 - Sun & Moon Celestial Storm,DMG,Ultra Rare,Sun & Moon Celestial Storm,4.6,1,1
Shiftry GX Full Art 152/168 - Sun & Moon Celestial Storm,NM/M,Ultra Rare,Sun & Moon Celestial Storm,11.5,1,1
Shiftry GX Hyper Rare 169/168 - Sun & Moon Celestial Storm,NM/M,Ultra Rare,Sun & Moon Celestial Storm,18,1,1
Shiftry Lv.48 14/130 - Diamond & Pearl,DMG,Holo Rare,Diamond & Pearl,1.6,1,1
Shiftry Lv.48 14/130 - Diamond & Pearl,EX,Holo Rare,Diamond & Pearl,4.9,2,2
Shiftry Lv.48 14/130 - Diamond & Pearl,GD,Holo Rare,Diamond & Pearl,3.6,1,1
Shiftry Lv.48 14/130 - Diamond & Pearl,LP,Holo Rare,Diamond & Pearl,2.9,1,1
Shiftry Lv.48 14/130 - Diamond & Pearl,NM/M,Holo Rare,Diamond & Pearl,6.5,0,0
Shiftry Lv.48 14/130 Reverse Holo - Diamond & Pearl,DMG,Holo Rare,Diamond & Pearl,2.5,1,1
Shiftry Lv.48 14/130 Reverse Holo - Diamond & Pearl,EX,Holo Rare,Diamond & Pearl,7.5,1,1
Shiftry Lv.48 14/130 Reverse Holo - Diamond & Pearl,GD,Holo Rare,Diamond & Pearl,5.5,2,2
Shiftry Lv.48 14/130 Reverse Holo - Diamond & Pearl,NM/M,Holo Rare,Diamond & Pearl,10,0,0
Shiftry Lv.55 13/111 - Platinum Rising Rivals,EX,Holo Rare,Platinum Rising Rivals,4.5,4,4
Shiftry Lv.55 13/111 - Platinum Rising Rivals,GD,Holo Rare,Platinum Rising Rivals,3.3,6,6
Shiftry Lv.55 13/111 - Platinum Rising Rivals,LP,Holo Rare,Platinum Rising Rivals,2.7,2,2
Shiftry Lv.55 13/111 - Platinum Rising Rivals,NM/M,Holo Rare,Platinum Rising Rivals,6,0,0
Shiftry Lv.55 13/111 Reverse Holo - Platinum Rising Rivals,EX,Holo Rare,Platinum Rising Rivals,4.5,1,1
Shiftry Lv.55 13/111 Reverse Holo - Platinum Rising Rivals,NM/M,Holo Rare,Platinum Rising Rivals,6,0,0
Shiinotic 017/149 Reverse Holo - Sun & Moon (Base Set),NM/M,Holo Rare,Sun & Moon (Base Set),2.75,0,0
Shiinotic 093/156 - Sun & Moon Ultra Prism,NM/M,Rare,Sun & Moon Ultra Prism,1.5,1,1
Shiinotic 093/156 Reverse Holo - Sun & Moon Ultra Prism,NM/M,Rare,Sun & Moon Ultra Prism,3.75,0,0
Shiinotic 098/147 Reverse Holo - Sun & Moon Burning Shadows,NM/M,Rare,Sun & Moon Burning Shadows,1.5,0,0
Shiinotic 17/149 - Sun & Moon (Base Set),NM/M,Holo Rare,Sun & Moon (Base Set),2,0,0
Shiinotic 194/191 - Scarlet & Violet Surging Sparks,NM/M,Illustration Rare,Scarlet & Violet Surging Sparks,10.5,0,0
Shiinotic 98/147 - Sun & Moon Burning Shadows,NM/M,Rare,Sun & Moon Burning Shadows,0.75,0,0
Shining Arceus 057/073 - Sun & Moon Shining Legends,LP,Ultra Rare,Sun & Moon Shining Legends,22.75,1,1
Shining Arceus 057/073 - Sun & Moon Shining Legends,NM/M,Ultra Rare,Sun & Moon Shining Legends,37.95,0,0
Shining Celebi 106/105 - Neo Destiny,NM/M,Secret Rare,Neo Destiny,449.95,0,0
Shining Celebi NDE 106 Holofoil - 30th Celebration,NM/M,Secret Rare,30th Celebration,46.95,0,0
Shining Celebi SM79 - Sun & Moon Promos,GD,Promo,SM Black Star Promos,23.75,1,1
Shining Celebi SM79 - Sun & Moon Promos,LP,Ultra Rare,Sun & Moon Promos,20.35,1,1
Shining Celebi SM79 - Sun & Moon Promos,NM/M,Ultra Rare,Sun & Moon Promos,33.95,0,0
Shining Celebi SM79 - Sun & Moon Promos,PL,Ultra Rare,Sun & Moon Promos,17,1,1
Shining Charizard 107/105 - Neo Destiny,NM/M,Secret Rare,Neo Destiny,,0,0
Shining Genesect 009/073 - Sun & Moon Shining Legends,EX,Ultra Rare,Sun & Moon Shining Legends,11.6,1,1
Shining Genesect 009/073 - Sun & Moon Shining Legends,GD,Ultra Rare,Sun & Moon Shining Legends,10.15,1,1
Shining Genesect 009/073 - Sun & Moon Shining Legends,NM/M,Ultra Rare,Sun & Moon Shining Legends,14.5,0,0
Shining Ho-Oh SM70 - Sun & Moon Promos,EX,Holo Rare,Sun & Moon Promos,34.35,1,1
Shining Ho-Oh SM70 - Sun & Moon Promos,GD,Promo,SM Black Star Promos,30.05,1,1
Shining Ho-Oh SM70 - Sun & Moon Promos,NM/M,Holo Rare,Sun & Moon Promos,42.95,1,1
Shining Jirachi 42/73 - Sun & Moon Shining Legends,DMG,Holo Rare,Sun & Moon Shining Legends,10.85,1,1
Shining Jirachi 42/73 - Sun & Moon Shining Legends,NM/M,Holo Rare,Sun & Moon Shining Legends,32.95,1,1
Shining Jirachi 42/73 - Sun & Moon Shining Legends,PL,Holo Rare,Sun & Moon Shining Legends,12.5,1,1
Shining Lugia SM82 - Sun & Moon Promos,EX,Holo Rare,Sun & Moon Promos,80.75,1,1
Shining Lugia SM82 - Sun & Moon Promos,NM/M,Holo Rare,Sun & Moon Promos,100.95,0,0
Shining Magikarp 66/064 - Neo Revelation,NM/M,Ultra Rare,Neo Revelation,455.95,0,0
Shining Magikarp NR 66/025 - Sword & Shield Celebrations,DMG,Ultra Rare,Sword & Shield Celebrations,18,1,1
Shining Magikarp NR 66/025 - Sword & Shield Celebrations,NM/M,Ultra Rare,Sword & Shield Celebrations,44.95,1,1
Shining Mew 40/73 - Sun & Moon Shining Legends,DMG,Ultra Rare,Sun & Moon Shining Legends,76,1,1
Shining Mew 40/73 - Sun & Moon Shining Legends,EX,Ultra Rare,Sun & Moon Shining Legends,151.95,1,1
Shining Mew 40/73 - Sun & Moon Shining Legends,NM/M,Holo Rare,Sun & Moon Shining Legends,189.95,0,0
Shining Noctowl 110/105 - Neo Destiny,NM/M,Secret Rare,Neo Destiny,363.95,0,0
Shining Raichu 111/105 - Neo Destiny,NM/M,Secret Rare,Neo Destiny,759.95,0,0
Shining Rayquaza 056/073 - Sun & Moon Shining Legends,EX,Ultra Rare,Sun & Moon Shining Legends,111.95,1,1
Shining Rayquaza 056/073 - Sun & Moon Shining Legends,NM/M,Ultra Rare,Sun & Moon Shining Legends,139.95,0,0
Shining Rayquaza 056/073 - Sun & Moon Shining Legends,PL,Ultra Rare,Sun & Moon Shining Legends,70,1,1
Shining Steelix 112/105 - Neo Destiny,NM/M,Secret Rare,Neo Destiny,616.95,0,0
Shining Tyranitar 113/105 - Neo Destiny,NM/M,Secret Rare,Neo Destiny,,0,0
Shining Volcanion 27/73 - Sun & Moon Shining Legends,EX,Holo Rare,Sun & Moon Shining Legends,7.6,4,4
Shining Volcanion 27/73 - Sun & Moon Shining Legends,GD,Holo Rare,Sun & Moon Shining Legends,6.65,2,2
Shining Volcanion 27/73 - Sun & Moon Shining Legends,LP,Holo Rare,Sun & Moon Shining Legends,4.75,2,2
Shining Volcanion 27/73 - Sun & Moon Shining Legends,NM/M,Holo Rare,Sun & Moon Shining Legends,9.5,1,1
Shinx 043/099 Reverse Holo - Black & White 4: Next Destinies,GD,Common,Black & White 4: Next Destinies,9.1,1,1
Shinx 043/099 Reverse Holo - Black & White 4: Next Destinies,NM/M,Common,Black & White 4: Next Destinies,13,0,0
Shinx 135/091 - Scarlet & Violet Paldean Fates,DMG,Shiny Rare,Scarlet & Violet Paldean Fates,6.2,1,1
Shinx 135/091 - Scarlet & Violet Paldean Fates,NM/M,Shiny Rare,Scarlet & Violet Paldean Fates,15.5,1,1
Shinx Lv.7 98/130 Reverse Holo - Diamond & Pearl,NM/M,Common,Diamond & Pearl,6.5,0,0
Shinx Lv.9 98/123 Reverse Holo - Diamond & Pearl Mysterious Treasures,LP,Common,Diamond & Pearl Mysterious Treasures,6.3,1,1
Shinx Lv.9 98/123 Reverse Holo - Diamond & Pearl Mysterious Treasures,NM/M,Common,Diamond & Pearl Mysterious Treasures,14,0,0
Shopping Center 157/203 - Sword & Shield Evolving Skies,NM/M,Uncommon,Sword & Shield Evolving Skies,0.5,4,4
Shopping Center 157/203 Reverse Holo - Sword & Shield Evolving Skies,NM/M,Uncommon,Sword & Shield Evolving Skies,0.5,1,1
Shrine of Memories 139/160 - X&Y Primal Clash,NM/M,Uncommon,X&Y Primal Clash,0.75,0,0
Shrine of Memories 139/160 Reverse Holo - X&Y Primal Clash,NM/M,Uncommon,X&Y Primal Clash,2,0,0
Shrine of Punishment 143/168 Reverse Holo - Sun & Moon Celestial Storm,NM/M,Uncommon,Sun & Moon Celestial Storm,2.75,1,1
Shrine of Punishment SV90/SV94 - Sun & Moon Hidden Fates,NM/M,Ultra Rare,Sun & Moon Hidden Fates,10.5,0,0
Shrine of Punishments 143/168 - Sun & Moon Celestial Storm,NM/M,Uncommon,Sun & Moon Celestial Storm,2.25,0,0
Shroodle 099 - SV Black Star Promos,NM/M,Promo,SV Black Star Promos,0.75,0,0
Shroodle 149 - Mega Evolution,EX,Illustration Rare,Mega Evolution,4.95,1,1
Shroodle 149 - Mega Evolution,NM/M,Illustration Rare,Mega Evolution,5.5,17,17
Shroodle 189/091 - Scarlet & Violet Paldean Fates,NM/M,Shiny Rare,Scarlet & Violet Paldean Fates,3,3,3
Shroomish 63/106 Reverse Holo - EX Emerald,DMG,Common,EX Emerald,2.9,1,1
Shroomish 63/106 Reverse Holo - EX Emerald,GD,Common,EX Emerald,6.3,1,1
Shroomish 63/106 Reverse Holo - EX Emerald,NM/M,Common,EX Emerald,11.5,0,0
Shroomish 72/107 - EX Deoxys,NM/M,Common,EX Deoxys,1,0,0
Shroomish 72/107 Reverse Holo - EX Deoxys,LP,Common,EX Deoxys,17.6,1,1
Shroomish 72/107 Reverse Holo - EX Deoxys,NM/M,Common,EX Deoxys,43.95,0,0
Shroomish 72/107 Reverse Holo - EX Deoxys,PL,Common,EX Deoxys,15.4,1,1
Shroomish 78/100 - EX Sandstorm,NM/M,Common,EX Sandstorm,1,0,0
Shroomish 78/100 Reverse Holo - EX Sandstorm,LP,Common,EX Sandstorm,2.2,1,1
Shroomish 78/100 Reverse Holo - EX Sandstorm,NM/M,Common,EX Sandstorm,6,0,0
Shuckle 11/123 - HeartGold & SoulSilver,GD,Holo Rare,HeartGold & SoulSilver,10.55,1,1
Shuckle 11/123 - HeartGold & SoulSilver,LP,Holo Rare,HeartGold & SoulSilver,9.2,1,1
Shuckle 11/123 - HeartGold & SoulSilver,NM/M,Holo Rare,HeartGold & SoulSilver,17,0,0
Shuckle 11/123 - HeartGold & SoulSilver,PL,Holo Rare,HeartGold & SoulSilver,7.8,1,1
Shuckle 11/123 Reverse Holo - HeartGold & SoulSilver,NM/M,Holo Rare,HeartGold & SoulSilver,13.5,0,0
Shuckle 136 - Mega Evolution,NM/M,Illustration Rare,Mega Evolution,11,3,3
Shuckle 15/025 - HGSS Black Star Promos,NM/M,Promo,HGSS Black Star Promos,18.5,0,0
Shuckle 47/115 Reverse Holo - EX Unseen Forces,EX,Uncommon,EX Unseen Forces,29.95,1,1
Shuckle 47/115 Reverse Holo - EX Unseen Forces,NM/M,Uncommon,EX Unseen Forces,39.95,0,0
Shuckle 51/064 - Neo Revelation,NM/M,Common,Neo Revelation,1.75,0,0
Shuckle 72/111 - Neo Genesis,GD,Common,Neo Genesis,1.5,1,1
Shuckle 72/111 - Neo Genesis,NM/M,Common,Neo Genesis,2.75,0,0
Shuckle 72/111 1st Edition - Neo Genesis,DMG,Common,Neo Genesis,1.4,1,1
Shuckle 72/111 1st Edition - Neo Genesis,GD,Common,Neo Genesis,3,1,1
Shuckle 72/111 1st Edition - Neo Genesis,NM/M,Common,Neo Genesis,5.5,0,0
Shuckle 96/144 - Skyridge,NM/M,Common,Skyridge,31.95,0,0
Shuckle 96/144 Reverse Holo - Skyridge,NM/M,Common,Skyridge,44.95,0,0
Shuckle GX 17/214 - Sun & Moon Lost Thunder,DMG,Ultra Rare,Sun & Moon Lost Thunder,3.8,1,1
Shuckle GX 17/214 - Sun & Moon Lost Thunder,NM/M,Ultra Rare,Sun & Moon Lost Thunder,9.5,1,1
Shuckle GX Full Art 195/214 - Sun & Moon Lost Thunder,NM/M,Ultra Rare,Sun & Moon Lost Thunder,23.5,2,2
Shuckle GX Hyper Rare 215/214 - Sun & Moon Lost Thunder,NM/M,Ultra Rare,Sun & Moon Lost Thunder,159.95,1,1
Shuckle Lv.25 109/132 Reverse Holo - Diamond & Pearl Secret Wonders,NM/M,Common,Diamond & Pearl Secret Wonders,6.5,0,0
Shuppet 033 - Pitch Black,NM/M,Common,Pitch Black,1,0,0
Shuppet 033 Reverse Holo - Pitch Black,NM/M,Common,Pitch Black,1.25,0,0
Shuppet 40/100 Reverse Holo - EX Crystal Guardians,GD,Uncommon,EX Crystal Guardians,12.4,1,1
Shuppet 40/100 Reverse Holo - EX Crystal Guardians,NM/M,Uncommon,EX Crystal Guardians,22.5,0,0
Shuppet 43/097 - EX Dragon,NM/M,Uncommon,EX Dragon,17.5,0,0
Shuppet 61/108 Reverse Holo - EX Power Keepers,NM/M,Common,EX Power Keepers,13.5,0,0
Shuppet 63/092 Reverse Holo - EX Legend Maker,LP,Common,EX Legend Maker,6,1,1
Shuppet 63/092 Reverse Holo - EX Legend Maker,NM/M,Common,EX Legend Maker,20,0,0
Shuppet 72/101 Reverse Holo - EX Hidden Legends,EX,Common,EX Hidden Legends,15,1,1
Shuppet 72/101 Reverse Holo - EX Hidden Legends,NM/M,Common,EX Hidden Legends,20,1,1
Shuppet Lv.13 110/132 Reverse Holo - Diamond & Pearl Secret Wonders,EX,Common,Diamond & Pearl Secret Wonders,2.8,1,1
Shuppet Lv.13 110/132 Reverse Holo - Diamond & Pearl Secret Wonders,GD,Common,Diamond & Pearl Secret Wonders,2.05,1,1
Shuppet Lv.13 110/132 Reverse Holo - Diamond & Pearl Secret Wonders,NM/M,Common,Diamond & Pearl Secret Wonders,3.75,0,0
Shuppet SV16/SV94 - Sun & Moon Hidden Fates,NM/M,Rare,Sun & Moon Hidden Fates,6.5,0,0
Sidney 241/264 - Sword & Shield Fusion Strike,NM/M,Uncommon,Sword & Shield Fusion Strike,0.5,11,11
Sidney Full Art 264/264 - Sword & Shield Fusion Strike,DMG,Ultra Rare,Sword & Shield Fusion Strike,1.2,1,1
Sidney Full Art 264/264 - Sword & Shield Fusion Strike,EX,Ultra Rare,Sword & Shield Fusion Strike,2.4,3,3
Sidney Full Art 264/264 - Sword & Shield Fusion Strike,GD,Ultra Rare,Sword & Shield Fusion Strike,2.1,4,4
Sidney Full Art 264/264 - Sword & Shield Fusion Strike,NM/M,Ultra Rare,Sword & Shield Fusion Strike,3,7,7
Sidney Full Art 264/264 - Sword & Shield Fusion Strike,PL,Ultra Rare,Sword & Shield Fusion Strike,1.5,1,1
Sidney Hyper Rare 279/264 - Sword & Shield Fusion Strike,EX,Hyper Rare,Sword & Shield Fusion Strike,4.8,2,2
Sidney Hyper Rare 279/264 - Sword & Shield Fusion Strike,GD,Hyper Rare,Sword & Shield Fusion Strike,4.2,2,2
Sidney Hyper Rare 279/264 - Sword & Shield Fusion Strike,NM/M,Hyper Rare,Sword & Shield Fusion Strike,6,10,10
Sidney Reverse Holo 241/264 - Sword & Shield Fusion Strike,NM/M,Uncommon,Sword & Shield Fusion Strike,0.5,1,1
Sidney's Stadium 82/108 - EX Power Keepers,NM/M,Uncommon,EX Power Keepers,1.5,0,0
Siebold 153/198 - Sword & Shield Chilling Reign,NM/M,Uncommon,Sword & Shield Chilling Reign,0.5,20,20
Siebold 153/198 Reverse Holo - Sword & Shield Chilling Reign,NM/M,Uncommon,Sword & Shield Chilling Reign,1.5,1,1
Siebold Full Art 198/198 - Sword & Shield Chilling Reign,NM/M,Ultra Rare,Sword & Shield Chilling Reign,5.5,2,2
Siebold Hyper Rare 221/198 - Sword & Shield Chilling Reign,EX,Hyper Rare,Sword & Shield Chilling Reign,4,1,1
Siebold Hyper Rare 221/198 - Sword & Shield Chilling Reign,GD,Hyper Rare,Sword & Shield Chilling Reign,3.5,2,2
Siebold Hyper Rare 221/198 - Sword & Shield Chilling Reign,LP,Hyper Rare,Sword & Shield Chilling Reign,3,3,3
Siebold Hyper Rare 221/198 - Sword & Shield Chilling Reign,NM/M,Hyper Rare,Sword & Shield Chilling Reign,5,2,2
Sightseer 189/214 - Sun & Moon Lost Thunder,NM/M,Uncommon,Sun & Moon Lost Thunder,0.5,0,0
Sightseer 189a/214 - Sun & Moon Lost Thunder,NM/M,Uncommon,Sun & Moon Lost Thunder,8.5,0,0
Sigilyph 038/086 Master Ball Reverse Holo - Scarlet & Violet White Flare: Additionals,NM/M,Uncommon,Scarlet & Violet White Flare: Additionals,14,0,0
Sigilyph 038/086 Poke Ball Reverse Holo - Scarlet & Violet White Flare: Additionals,NM/M,Uncommon,Scarlet & Violet White Flare: Additionals,1.5,0,0
Sigilyph 041/101 - Black & White 10: Plasma Blast,EX,Holo Rare,Black & White 10: Plasma Blast,2.2,2,2
Sigilyph 041/101 - Black & White 10: Plasma Blast,NM/M,Holo Rare,Black & White 10: Plasma Blast,2.75,1,1
Sigilyph 041/101 Reverse Holo - Black & White 10: Plasma Blast,NM/M,Holo Rare,Black & White 10: Plasma Blast,5,0,0
Sigilyph 052/124 - Black & White 6: Dragons Exalted,NM/M,Holo Rare,Black & White 6: Dragons Exalted,1.5,0,0
